"uid","namedLocation","date","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","easting","northing","utmZone","elevation","elevationUncertainty","eventID","samplingProtocolVersion","treesPresent","treesAbsentList","shrubsPresent","shrubsAbsentList","lianasPresent","lianasAbsentList","nestedSubplotAreaShrubSapling","nestedSubplotAreaLiana","totalSampledAreaTrees","totalSampledAreaShrubSapling","totalSampledAreaLiana","remarks","measuredBy","recordedBy","dataQF"
"da0ea28b-6951-4fb4-8440-6206ec88d5c6","SERC_045.basePlot.vst","2015-03-23","D02","SERC","SERC_045","tower","deciduousForest",38.880974,-76.55872,"WGS84",20.2,364798.28,4304722.83,"18N",19.1,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Entire subplot measured for ShrubSapling; check for liana recruitment","","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"ac86384e-4eae-4fcb-b819-6ccf439e4fbd","SERC_062.basePlot.vst","2015-03-23","D02","SERC","SERC_062","tower","deciduousForest",38.881782,-76.55803,"WGS84",20.2,364859.67,4304811.47,"18N",8.8,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Entire subplot measured for ShrubSapling; check for liana recruitment","","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"36d2ec77-67dd-44ac-802f-cb3e84d476b2","SERC_062.basePlot.vst","2015-03-23","D02","SERC","SERC_062","tower","deciduousForest",38.881782,-76.55803,"WGS84",20.2,364859.67,4304811.47,"18N",8.8,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Entire subplot measured for ShrubSapling; check for liana recruitment","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"53f964fd-8f71-4592-b911-92879df92c96","SERC_062.basePlot.vst","2015-03-23","D02","SERC","SERC_062","tower","deciduousForest",38.881782,-76.55803,"WGS84",20.2,364859.67,4304811.47,"18N",8.8,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Entire subplot measured for ShrubSapling; check for liana recruitment","","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"faeeb07e-a41e-4190-8ad5-223fdb0dc28f","SERC_062.basePlot.vst","2015-03-23","D02","SERC","SERC_062","tower","deciduousForest",38.881782,-76.55803,"WGS84",20.2,364859.67,4304811.47,"18N",8.8,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Entire subplot measured for ShrubSapling; check for liana recruitment","hEbl7fpFVoTe64IopR3GOEsY6BDBqQGM","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"f66d68f2-3b03-44f5-83d9-358fa15e8243","SERC_045.basePlot.vst","2015-03-23","D02","SERC","SERC_045","tower","deciduousForest",38.880974,-76.55872,"WGS84",20.2,364798.28,4304722.83,"18N",19.1,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Entire subplot measured for ShrubSapling; check for liana recruitment","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"6dd5ffff-2fca-4668-886c-52ca734ad918","SERC_050.basePlot.vst","2015-03-24","D02","SERC","SERC_050","tower","deciduousForest",38.881341,-76.561435,"WGS84",20.2,364563.47,4304767.58,"18N",16.5,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"7224e1ea-472d-402e-aa6c-8eeaa1ad991b","SERC_051.basePlot.vst","2015-03-24","D02","SERC","SERC_051","tower","deciduousForest",38.882861,-76.558624,"WGS84",20.2,364810.19,4304932.1,"18N",9.2,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"fb8da179-7625-4b18-ab6a-2e08c0a448f8","SERC_051.basePlot.vst","2015-03-24","D02","SERC","SERC_051","tower","deciduousForest",38.882861,-76.558624,"WGS84",20.2,364810.19,4304932.1,"18N",9.2,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"786e62ae-108b-4bdd-8967-00b846c30a83","SERC_051.basePlot.vst","2015-03-24","D02","SERC","SERC_051","tower","deciduousForest",38.882861,-76.558624,"WGS84",20.2,364810.19,4304932.1,"18N",9.2,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"bc5ad70c-6e94-4b0d-97ed-13ca61fe3196","SERC_051.basePlot.vst","2015-03-24","D02","SERC","SERC_051","tower","deciduousForest",38.882861,-76.558624,"WGS84",20.2,364810.19,4304932.1,"18N",9.2,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"5391ee04-4473-4d3e-84ad-e6118b5f408e","SERC_050.basePlot.vst","2015-03-24","D02","SERC","SERC_050","tower","deciduousForest",38.881341,-76.561435,"WGS84",20.2,364563.47,4304767.58,"18N",16.5,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"696fcba8-fbcd-497f-bc3d-772d78ddf4d1","SERC_050.basePlot.vst","2015-03-25","D02","SERC","SERC_050","tower","deciduousForest",38.881341,-76.561435,"WGS84",20.2,364563.47,4304767.58,"18N",16.5,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"fa46020d-c059-4652-9b63-fdafb1155f30","SERC_050.basePlot.vst","2015-03-25","D02","SERC","SERC_050","tower","deciduousForest",38.881341,-76.561435,"WGS84",20.2,364563.47,4304767.58,"18N",16.5,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"9b6abbc6-708c-494c-8898-e0d0090b0821","SERC_052.basePlot.vst","2015-05-04","D02","SERC","SERC_052","tower","deciduousForest",38.891367,-76.561547,"WGS84",20.2,364572.8,4305880.41,"18N",4.8,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"34b95653-3a12-4a50-b85e-34815eb4fd5e","SERC_052.basePlot.vst","2015-05-04","D02","SERC","SERC_052","tower","deciduousForest",38.891367,-76.561547,"WGS84",20.2,364572.8,4305880.41,"18N",4.8,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"9ca42ff4-36ca-43d7-bee7-cf9c90c9e637","SERC_052.basePlot.vst","2015-05-04","D02","SERC","SERC_052","tower","deciduousForest",38.891367,-76.561547,"WGS84",20.2,364572.8,4305880.41,"18N",4.8,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"4f67dc8e-26c1-4c97-919a-bf95d66ff393","SERC_052.basePlot.vst","2015-05-04","D02","SERC","SERC_052","tower","deciduousForest",38.891367,-76.561547,"WGS84",20.2,364572.8,4305880.41,"18N",4.8,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"3f379b68-6fab-45f9-b0de-d1d6e07fae2d","SERC_043.basePlot.vst","2015-05-05","D02","SERC","SERC_043","tower","deciduousForest",38.892735,-76.562158,"WGS84",20.2,364522.41,4306033.13,"18N",14,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"cfa00ce2-afd5-48b8-8969-61e51651151d","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"26595b91-1ab6-4838-aa12-b22f91657845","SERC_043.basePlot.vst","2015-05-05","D02","SERC","SERC_043","tower","deciduousForest",38.892735,-76.562158,"WGS84",20.2,364522.41,4306033.13,"18N",14,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"5139a02d-0c84-4a7a-85e0-f052421544db","SERC_043.basePlot.vst","2015-05-05","D02","SERC","SERC_043","tower","deciduousForest",38.892735,-76.562158,"WGS84",20.2,364522.41,4306033.13,"18N",14,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"d2a2ddd2-1e89-4595-a3ed-3d2e2911df73","SERC_043.basePlot.vst","2015-05-05","D02","SERC","SERC_043","tower","deciduousForest",38.892735,-76.562158,"WGS84",20.2,364522.41,4306033.13,"18N",14,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"bfc27c39-8db5-407f-ac88-e228df4ff886","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"92055a77-6f8d-42a1-86e9-0ecedd5bfd64","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"d3bf77d2-d9c7-48be-9f11-6e2843e570b9","SERC_058.basePlot.vst","2015-05-05","D02","SERC","SERC_058","tower","deciduousForest",38.894243,-76.56657,"WGS84",20.2,364142.63,4306207.05,"18N",17.1,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"58a7e67b-4ce0-4930-a709-43e8948da0b5","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"9da7eeeb-7664-4144-bd45-874ff3638ab0","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"c4efd5a3-a16a-4d32-84ae-1de642a3ee92","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"deed6850-5a5f-4685-9c44-242815d96ffa","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"2b2900c9-e253-45d0-a869-6fa1514ca7fd","SERC_055.basePlot.vst","2015-05-06","D02","SERC","SERC_055","tower","deciduousForest",38.894328,-76.567942,"WGS84",20.2,364023.8,4306218.53,"18N",10.7,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","100",800,40,400,"","","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"f7526045-d5c8-412f-9724-ba517cb0dcb7","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"5698c58c-0c78-44d0-8ac1-12d13d927e21","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"493388b0-9897-44e8-b8f1-248561c170b8","SERC_048.basePlot.vst","2015-05-06","D02","SERC","SERC_048","tower","deciduousForest",38.89318,-76.566967,"WGS84",20.2,364106.17,4306089.67,"18N",12.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Check for liana recruitment","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"84a00911-949b-48de-8995-4264a686903b","SERC_060.basePlot.vst","2015-05-07","D02","SERC","SERC_060","tower","deciduousForest",38.893081,-76.564176,"WGS84",20.3,364348.04,4306074.53,"18N",7.9,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"53d8c2be-3dcf-474c-8bfa-4a2296f74aca","SERC_060.basePlot.vst","2015-05-07","D02","SERC","SERC_060","tower","deciduousForest",38.893081,-76.564176,"WGS84",20.3,364348.04,4306074.53,"18N",7.9,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Lianas present measure entire subplot","","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","legacyData"
"b69e8696-0a20-4a7d-afd4-f5abf315fafb","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","legacyData"
"7523b6a2-c132-4849-824b-19f6280631a7","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","legacyData"
"9118554c-9423-4434-864d-ec919c6e02f2","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"755b0070-c3f1-4e3c-9115-3c0e89609273","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","legacyData"
"cf4e29f0-8a4c-4d71-b971-e8a361483f8e","SERC_061.basePlot.vst","2015-05-08","D02","SERC","SERC_061","tower","deciduousForest",38.889743,-76.555114,"WGS84",20.3,365127.67,4305690.65,"18N",12,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","legacyData"
"9718161c-b259-4e90-8ef4-ab535b65e9c8","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"4491e8bc-3fc7-4faa-886e-d428761d84d3","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"e7c9da65-04f2-467a-aad9-8411255554ac","SERC_054.basePlot.vst","2015-05-08","D02","SERC","SERC_054","tower","deciduousForest",38.889274,-76.556464,"WGS84",20.2,365009.69,4305640.6,"18N",19.5,0.3,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"Lianas present measure entire subplot; entire subplot measured for ShrubSapling","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","legacyData"
"b98a2965-5022-4b78-919e-d5560def08bd","SERC_046.basePlot.vst","2015-07-13","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","otzZ09yzQEzFIIPcpdl9PUakADElVpVu","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","legacyData"
"db866e2e-800c-4b27-89fd-49f5b016ef68","SERC_046.basePlot.vst","2015-07-13","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","legacyData"
"0e8791f6-a0a1-448a-8c80-5d625b914846","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","3Oj39/OBT55/4dkV8iDMwcmbT5IEac/X","3Oj39/OBT55/4dkV8iDMwcmbT5IEac/X","legacyData"
"d24bb7d0-0ab2-4810-8686-336ae8e364d5","SERC_046.basePlot.vst","2015-07-14","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","legacyData"
"3793350e-bb7b-456f-8833-5f032256b560","SERC_046.basePlot.vst","2015-07-14","D02","SERC","SERC_046","tower","deciduousForest",38.891258,-76.551167,"WGS84",20.2,365472.86,4305852.96,"18N",30.1,0.2,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"Lianas present measure entire subplot","","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","legacyData"
"57ffe43d-54fd-48e7-bbd0-ea832e96c650","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","","3Oj39/OBT55/4dkV8iDMwcmbT5IEac/X","legacyData"
"c743b30b-1ec2-46b6-b758-a42c27f2ff96","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","otzZ09yzQEzFIIPcpdl9PUakADElVpVu","3Oj39/OBT55/4dkV8iDMwcmbT5IEac/X","legacyData"
"9e072afc-aa28-4e40-b049-1ede43d3c2bb","SERC_059.basePlot.vst","2015-07-14","D02","SERC","SERC_059","tower","deciduousForest",38.889025,-76.549613,"WGS84",20.3,365603.43,4305602.85,"18N",20,0.5,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"Lianas present measure entire subplot","","3Oj39/OBT55/4dkV8iDMwcmbT5IEac/X","legacyData"
"d342b0ea-0450-497b-a2e8-a6db867c3e82","SERC_053.basePlot.vst","2015-07-15","D02","SERC","SERC_053","tower","deciduousForest",38.890368,-76.556075,"WGS84",20.3,365045.5,4305761.43,"18N",9,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","TvKK6huzmJvQSYcm7w44HKEZTya+DeuysFTWAgNPmiU=","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","legacyData"
"a082f844-41a6-406a-ade6-15279588a72a","SERC_053.basePlot.vst","2015-07-15","D02","SERC","SERC_053","tower","deciduousForest",38.890368,-76.556075,"WGS84",20.3,365045.5,4305761.43,"18N",9,0.4,"vst_SERC_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"Check for liana recruitment","","P4lrVtPFrkPuBLuswPEC3A9oL4a4uI2Jk9QEmD6BXjg=","legacyData"
