"uid","namedLocation","domainID","siteID","plotType","sampleID","collectDate","lmaSampleID","lmaSampleCondition","scanDate","scannedBy","freshMass","ovenStartDate","ovenEndDate","dryMass","weighedBy","scannedLeafNumber","leafArea","percentGreen","leafMassPerArea","dryMassFraction","measuredBy","remarks","dataQF"
"017b2780-be87-4a0a-a5c0-c24eee5ab8f0","WOOD_007.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g6obzXPzJjcva8hhqvo4PiSfXYArcdTIMY=","2016-06-28T14:46Z","xZ/4LGAq2g6obzXPzJjcva8hhqvo4PiSfpRtvHquw2E=","OK","2016-06-29T20:27Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",1.007,"2016-06-29T20:47Z","2016-07-05T16:00Z",0.534,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",21,2601.2,100,205.4,0.531,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"446175af-b543-4996-9ceb-b975d59a02ba","WOOD_021.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g6Tiw5iTs+UINI2H1BeT5B+LYqXCEoT9N4=","2016-06-28T15:08Z","xZ/4LGAq2g6Tiw5iTs+UINI2H1BeT5B+4B7Xw4IeIK0=","OK","2016-06-29T18:59Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",4.888,"2016-06-29T18:19Z","2016-07-05T16:00Z",1.308,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",8,11279.4,100,116,0.268,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"b997196a-fec8-41d8-864b-ab4c0f8f86de","WOOD_006.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g63XXbJ/Ii4dHcg0n0X2zu/zdKkjj1cjw0=","2016-06-28T15:40Z","xZ/4LGAq2g63XXbJ/Ii4dHcg0n0X2zu/rAIu0EGQQiQ=","OK","2016-06-29T19:20Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",1.423,"2016-06-29T19:40Z","2016-07-05T16:00Z",0.476,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",23,5861,100,81.2,0.335,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"55129521-f73d-4545-b09c-cc0b8acbcb14","WOOD_005.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g7nI++B8hJ/ggdLF5QTx8J+vIUHMLMZkWw=","2016-06-28T16:20Z","xZ/4LGAq2g7nI++B8hJ/ggdLF5QTx8J+mZ+kXeOB6As=","OK","2016-06-29T14:48Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",1.258,"2016-06-29T15:08Z","2016-07-05T16:00Z",0.366,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",13,5296,100,69.1,0.291,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"5cf4a466-e3aa-4672-9651-b38377330de2","WOOD_002.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g6TUwymTuahBndw9PBe2/9da5OreM0Y9xQ=","2016-06-28T16:40Z","xZ/4LGAq2g6TUwymTuahBndw9PBe2/9d3N6wC+dwDCY=","OK","2016-06-29T17:22Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",0.674,"2016-06-29T17:44Z","2016-07-05T16:00Z",0.345,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",17,3773.9,100,91.4,0.512,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"999aab9a-6b45-44b4-8205-e13600c6fd52","WOOD_027.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g5ElX3sDmMFmefRCJQqchVSZ5Z6afiNww8=","2016-06-28T17:10Z","xZ/4LGAq2g5ElX3sDmMFmefRCJQqchVSlhOVzOqup+w=","OK","2016-06-29T17:48Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",5.238,"2016-06-29T18:08Z","2016-07-05T16:00Z",1.502,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",9,11020.9,100,136.3,0.287,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"d7689874-5cbc-46e0-8da0-fc1b8e1a4ae7","WOOD_008.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g6Qj6dihqFckCd5WSebmQ+FKoAnT/HohM8=","2016-06-28T18:12Z","xZ/4LGAq2g6Qj6dihqFckCd5WSebmQ+FKE76XRryEbY=","OK","2016-06-29T18:43Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",0.803,"2016-06-29T19:03Z","2016-07-05T16:00Z",0.365,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",20,3370.3,100,108.2,0.454,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"44db2f43-c8ad-4b89-a62c-fdb5387f08fb","WOOD_025.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g6QiY+I5gtun3dYjebp/p8RDSHmr3NJdIE=","2016-06-28T18:32Z","xZ/4LGAq2g6QiY+I5gtun3dYjebp/p8Rx/g7++5wmg8=","OK","2016-06-29T16:38Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",6.736,"2016-06-29T16:58Z","2016-07-05T16:00Z",1.917,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",7,13129,100,146,0.285,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"9828f93f-50a0-49b2-aff2-98f7133985d6","WOOD_009.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g7M7/vSyUFd04WP3d3hJV0C8i0fVj82+8A=","2016-06-28T19:27Z","xZ/4LGAq2g7M7/vSyUFd04WP3d3hJV0COhpdCoq/s/0=","OK","2016-06-29T19:33Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",1.647,"2016-06-29T19:53Z","2016-07-05T16:00Z",0.574,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",21,7844.4,100,73.2,0.349,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"41a52195-7982-4340-8a21-80741b06689f","WOOD_022.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g5ZG/Idao9B4YBFui1U5X9FD+PEX1XY0Wc=","2016-06-28T19:39Z","xZ/4LGAq2g5ZG/Idao9B4YBFui1U5X9FI5vlKQ6XU+E=","OK","2016-06-29T18:11Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",5.02,"2016-06-29T18:31Z","2016-07-05T16:00Z",1.613,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",10,12778.7,100,126.2,0.321,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"4456f10d-d08e-47da-8ad0-808dc17e60a0","WOOD_010.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g62z+5tzOwCpYBtRXM3dEnBr2V2RNwLeqo=","2016-06-28T20:30Z","xZ/4LGAq2g62z+5tzOwCpYBtRXM3dEnBmk4uqzxWD2g=","OK","2016-06-29T19:06Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",1.229,"2016-06-29T19:26Z","2016-07-05T16:00Z",0.567,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",26,4408.4,100,128.5,0.461,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"67d57b6e-9bb8-4657-8de5-4244ebd86df1","WOOD_024.basePlot.cfc","D09","WOOD","distributed","xZ/4LGAq2g5beUPdIU14aIJFb2LGeja8hJsv3Ic1nN4=","2016-06-28T20:49Z","xZ/4LGAq2g5beUPdIU14aIJFb2LGeja8pGcMOgvDCAM=","OK","2016-06-29T15:13Z","MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",1.81,"2016-06-29T15:33Z","2016-07-05T16:00Z",0.609,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W",13,6521.8,100,93.4,0.337,"MfODK+JJmcLqkB6yRFBuRyUZt7q1nY/W","Scan time estimated",NA
"49f8a04e-7715-4ced-b03f-75aee986845a","STER_012.basePlot.cfc","D10","STER","tower","5NSA7+zQmwmq3PzMF3tvNou9DNJOAwNDpHfUJCFUwUU=","2017-07-24T16:55Z","5NSA7+zQmwmq3PzMF3tvNou9DNJOAwND5sXRZBuTsQk=","OK","2017-07-26T18:00Z","",3.62,"2017-07-26T20:43Z","2017-08-03T20:57Z",1.158,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",17,9664.9,97,119.8,0.32,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"754dd085-0db7-425e-bb91-c439da47d422","STER_011.basePlot.cfc","D10","STER","tower","5NSA7+zQmwldJrBHkMEqRhpWBxoRRuWugRVW9kCQeEM=","2017-07-24T17:25Z","5NSA7+zQmwldJrBHkMEqRhpWBxoRRuWue3RWm5lMS9s=","OK","2017-07-26T18:00Z","wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",2.88,"2017-07-26T21:38Z","2017-08-03T21:07Z",0.914,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",32,9151.4,97,99.9,0.317,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"23975d29-4c9f-40ce-8b78-656cb70ce3fd","STER_006.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwkfKAitIJGEGKMwoM4EzIUO8ad81jR9BYI=","2017-07-24T18:20Z","5NSA7+zQmwkfKAitIJGEGKMwoM4EzIUO0cAKG67/fvs=","OK","2017-07-26T18:00Z","wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",2.71,"2017-07-26T19:57Z","2017-08-03T20:40Z",1.085,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",23,8183.2,96,132.6,0.401,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"fef016dd-c2da-46cb-a01b-f63cf913c3c2","STER_018.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwnT0mEu3GquvsZ6CougIlREgcIdQX2AuvU=","2017-07-24T18:50Z","5NSA7+zQmwnT0mEu3GquvsZ6CougIlREchjO58P8iZE=","OK","2017-07-26T18:00Z","",2.27,"2017-07-26T20:58Z","2017-08-03T20:42Z",0.895,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",30,7168.1,94,124.9,0.394,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"a56e84a9-699c-42d6-9c05-554bc8972c58","STER_032.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwmZb0Blc0RH07RIzKwRjIbthXNthRNqSfE=","2017-07-24T20:37Z","5NSA7+zQmwmZb0Blc0RH07RIzKwRjIbtiYHTWIrSwHg=","OK","2017-07-26T18:00Z","",1.04,"2017-07-26T21:19Z","2017-08-03T21:01Z",0.672,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",53,52.8,98,12732.1,0.646,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"5e0375f9-4676-4009-9bfa-a475b1561e4d","STER_028.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwngghHiif86VyBFcqFEtYYyv2ciTlnKq8o=","2017-07-24T21:33Z","5NSA7+zQmwngghHiif86VyBFcqFEtYYyXkUq9B90msQ=","OK","2017-07-26T18:00Z","wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",3.23,"2017-07-26T20:21Z","2017-08-03T20:31Z",1,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",21,9551.6,90,104.7,0.31,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"7c1f1618-7232-481c-85a7-18667a9d7e90","STER_035.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwmmpvTkFPxGzLJMaWO9/+feqD8WSwgFMug=","2017-07-25T14:05Z","5NSA7+zQmwmmpvTkFPxGzLJMaWO9/+feC3bK3wsYHY8=","OK","2017-07-26T18:00Z","",4.48,"2017-07-26T22:36Z","2017-08-03T21:10Z",1.211,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",22,6871.8,97,176.3,0.27,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"acdb60bd-0488-4540-b1b6-5c289949e913","STER_031.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwkZurTm+o8jt7sjBXYpsMJGd1RGt29RARU=","2017-07-25T14:42Z","5NSA7+zQmwkZurTm+o8jt7sjBXYpsMJG1qv1xKTi6j8=","OK","2017-07-26T18:00Z","",1.14,"2017-07-26T23:05Z","2017-08-03T21:14Z",0.468,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",26,3181.9,95,147.1,0.411,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","bulk sample primary standing dead from winter crop",NA
"cae3b9f3-9f35-4553-bd3b-79adc822c4ba","STER_029.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwnmHlDFEtR3NtY2hI4WPo9Fo8DcfG0MqSI=","2017-07-25T15:11Z","5NSA7+zQmwnmHlDFEtR3NtY2hI4WPo9Fa76SW7ss4LI=","OK","2017-07-26T18:00Z","",3.01,"2017-07-26T22:18Z","2017-08-03T20:59Z",1.059,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",25,7968.7,87,132.9,0.352,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","",NA
"ae9a09b2-0181-405d-8c3c-7e39e18f6ffd","STER_034.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwn9hZ7i/Ee93BhR0VxhewiLKlO+DrK19lo=","2017-07-25T16:01Z","5NSA7+zQmwn9hZ7i/Ee93BhR0VxhewiLXk0l/TFmIbs=","OK","2017-07-26T18:00Z","",0.25,"2017-07-26T22:50Z","2017-08-03T21:13Z",0.135,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",6,1297.5,79,103.8,0.539,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","bulk sample primary standing dead from winter crop",NA
"dd97154b-a07b-4291-a2b0-206e3c903e92","STER_027.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwlQog/R+CrCTVKdgFMt81J9PRm9Uz/Vq7o=","2017-07-25T16:30Z","5NSA7+zQmwlQog/R+CrCTVKdgFMt81J9reS91dGv4bk=","OK","2017-07-25T18:00Z","",0.09,"2017-07-26T23:25Z","2017-08-03T21:15Z",0.031,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",9,398.3,92,77.1,0.341,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","bulk sample primary standing dead from winter crop",NA
"ec400409-e0ac-478f-8c0d-02c4d0ffc161","STER_033.basePlot.cfc","D10","STER","distributed","5NSA7+zQmwnsu5pQmxngFT8m+5ezdJHMKzrHqvIwEpI=","2017-07-25T17:05Z","5NSA7+zQmwnsu5pQmxngFT8m+5ezdJHMdGOSBD5XGck=","OK","2017-07-26T18:00Z","wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",1.84,"2017-07-26T22:02Z","2017-08-03T20:35Z",0.731,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=",12,6496.2,82,112.5,0.397,"wnOuIHRa4FNge2r5fSJd4YjRW+z90VodUfYjLZbeVRc=","all leaves have some damage/browning",NA
"537920b7-ed3e-429b-b98c-03e768336e2d","MOAB_005.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v28kwEsUGHI0enoXYCfg7RIL05vYOVi3TTg=","2017-09-05T15:00Z","S9R44vg6v28kwEsUGHI0enoXYCfg7RILIZoYL5A3tpk=","OK","2017-09-08T15:30Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.099,"2017-09-08T16:03Z","2017-09-12T23:25Z",0.098,"aWiYlv4RWOpRr3GIbMwbR8dK/HT7kxbpfqPk66ffpQ4=",11,1029.8,99,94.7,0.99,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",NA,NA
"38978b02-3442-4a9b-b886-2f884055213d","MOAB_004.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+IojQAoA3EV7FaCqM7nwPN744PJHKhhAQ=","2017-09-05T17:00Z","S9R44vg6v2+IojQAoA3EV7FaCqM7nwPNx/G5ejlk70M=","invalid fresh mass","2017-09-08T16:00Z","p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,"2017-09-08T16:13Z","2017-09-28T23:25Z",0.077,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",21,1082.8,95,71.1,NA,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"fbec36da-8d43-42e0-a08f-3116fe6fa1c1","MOAB_003.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+pbBt1VnwnmZovHsx9Mz5wxzF9bGfySJI=","2017-09-06T15:05Z","S9R44vg6v2+pbBt1VnwnmZovHsx9Mz5wOxi8OkHLPi4=","OK","2017-09-08T20:20Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.437,"2017-09-08T20:43Z","2017-09-11T19:03Z",0.221,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",21,684,99,323.4,0.506,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",NA,NA
"2a5f8809-f83e-4376-8411-cfdfa531f246","MOAB_003.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+pbBt1Vnwnmfa1JJaWIQDYnwmGkrP5jK8=","2017-09-06T16:05Z","S9R44vg6v2+pbBt1Vnwnmfa1JJaWIQDYCS7FI5TeqI8=","OK","2017-09-08T21:25Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.668,"2017-09-08T21:40Z","2017-09-11T19:06Z",0.348,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",28,965.4,97,360.3,0.52,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",NA,NA
"f3e0a976-3621-490d-be05-a3366276485e","MOAB_003.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v28Ulz9XyZYlkYUtUIBo+Vkwc3uK7P8rImo=","2017-09-06T17:00Z","S9R44vg6v28Ulz9XyZYlkYUtUIBo+VkwL1fbee1yvPw=","OK","2017-09-08T22:04Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",2.172,"2017-09-08T22:40Z","2017-09-11T19:10Z",1.452,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",26,2104.7,95,689.9,0.669,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",NA,NA
"e0358c13-1089-403e-9f41-feadcb4db8b3","MOAB_024.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+upPaIqgO8BUIbj0jSV//6SNvuQx7vmgo=","2017-09-06T19:00Z","S9R44vg6v2+upPaIqgO8BUIbj0jSV//6s8aH40tzjcI=","OK","2017-09-09T16:58Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.441,"2017-09-09T17:18Z","2017-09-11T21:29Z",0.218,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",22,720.6,97,302.5,0.495,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"77993973-ef58-43f8-8333-06f447658cbc","MOAB_024.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+upPaIqgO8BdVicv4OPtNmVYVFxxujZ4s=","2017-09-06T20:00Z","S9R44vg6v2+upPaIqgO8BdVicv4OPtNm3X88UD5E8ho=","OK","2017-09-09T17:38Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.745,"2017-09-09T17:51Z","2017-09-11T21:28Z",0.364,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",22,1142.2,96,318.7,0.489,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"a91a5597-1d87-47bb-af6a-cb115788925e","MOAB_024.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+rbr4HBpNCWCfM95HLN8uWQ9EecnX5HB8=","2017-09-06T21:00Z","S9R44vg6v2+rbr4HBpNCWCfM95HLN8uWzjHLLbQ5Iwk=","OK","2017-09-09T18:27Z","",1.408,"2017-09-09T18:38Z","2017-09-11T21:33Z",0.866,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",27,1567.2,98,552.6,0.615,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"70646ab8-8828-4db9-886f-757fe4cbd398","MOAB_007.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2/9NxS7VLe+v93SFNmWzzzlc7OsK94UnIc=","2017-09-07T14:00Z","S9R44vg6v2/9NxS7VLe+v93SFNmWzzzldlq/8yP7tv8hmXtLnM6XVg==","OK","2017-09-09T18:58Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.218,"2017-09-09T19:13Z","2017-09-11T21:27Z",0.143,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",47,961.3,99,148.8,0.655,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"d6c3bdf5-943a-432f-8b4f-ec15321d5610","MOAB_007.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2/9NxS7VLe+v65ryXHEK48zCYsY8PvrdS8=","2017-09-07T15:00Z","S9R44vg6v2/9NxS7VLe+v65ryXHEK48z0OmGraGta34xZUQ7rqeJEg==","OK","2017-09-09T19:32Z","",0.11,"2017-09-09T19:41Z","2017-09-11T21:21Z",0.072,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",23,395.5,99,182.1,0.654,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"bc86c347-fab6-47f7-846a-f688dbedd1e2","MOAB_007.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2/9NxS7VLe+v7/5M5ATASQl0NtemjEGIsI=","2017-09-07T16:00Z","S9R44vg6v2/9NxS7VLe+v7/5M5ATASQlAc3iSNWO4Im2+oQZYth5nA==","OK","2017-09-09T19:48Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.087,"2017-09-09T20:08Z","2017-09-11T21:32Z",0.056,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",22,351.9,99,159.1,0.642,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"99f0048f-026d-4013-92ee-a3a6dee831fb","MOAB_001.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v28f+Zts8A8BN+Exr3BnFsIB79W8iF9t0IU=","2017-09-07T17:30Z","S9R44vg6v28f+Zts8A8BN+Exr3BnFsIBGq/X12bZ7MI=","OK","2017-09-09T20:23Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.156,"2017-09-09T20:33Z","2017-09-11T21:25Z",0.094,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",16,1005,90,93.5,0.603,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"4ba278f4-dfc7-4dd8-ace1-c8dc418590b9","MOAB_009.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v29a3iYIcLakVBjap3adP+f7IHuLsgccAVE=","2017-09-07T19:00Z","S9R44vg6v29a3iYIcLakVBjap3adP+f70hEVFPYu2xM=","OK","2017-09-09T20:41Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.186,"2017-09-09T20:49Z","2017-09-11T21:24Z",0.121,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",15,1022,90,118.4,0.652,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",NA,NA
"c9b05aef-aa98-404f-bd51-7281ad170820","MOAB_010.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v29Az0sdlbKhGb3OfO6BV3ZT2YDmW4B2NYQ=","2017-09-07T20:00Z","S9R44vg6v29Az0sdlbKhGb3OfO6BV3ZTOcsqLumh9Lc=","OK","2017-09-09T15:48Z","uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",0.111,"2017-09-09T15:57Z","2017-09-11T21:29Z",0.083,"p2UN2HDPf58ITmcd3ellSheGBidP8jg2GYGJTpVj6IE=",16,691.7,93,120,0.749,"uLYD10zsYDhHZF+rPOE0E34e/60K53sB0qyjntLx5Vg=",NA,NA
"0067fb56-bd4b-42d3-a3a8-bfa8355905bd","MOAB_046.basePlot.cfc","D13","MOAB","tower","S9R44vg6v2/MrQsjQZV30DSyddux20m2h/Rcmy8/F5E=","2017-09-09T17:00Z","S9R44vg6v2/MrQsjQZV30DSyddux20m2xf7Y8QSawHk=","OK","2017-09-12T14:51Z","z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",0.074,"2017-09-12T15:03Z","2017-09-15T16:39Z",0.068,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",14,610.3,80,111.9,0.919,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",NA,NA
"ee9d36db-2bd6-4d41-b947-224d197d9882","MOAB_045.basePlot.cfc","D13","MOAB","tower","S9R44vg6v29ha3pkiv5lPCuTCeomUQhsI60KGC1Fc44=","2017-09-09T19:00Z","S9R44vg6v29ha3pkiv5lPCuTCeomUQhsTdBoiLynznY=","OK","2017-09-12T16:07Z","z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",0.134,"2017-09-12T16:20Z","2017-09-15T16:37Z",0.115,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",13,1182.2,90,96.9,0.856,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",NA,NA
