"uid","namedLocation","domainID","siteID","plotType","sampleID","collectDate","lmaSampleID","lmaSampleCondition","scanDate","scannedBy","freshMass","ovenStartDate","ovenEndDate","dryMass","weighedBy","scannedLeafNumber","leafArea","percentGreen","leafMassPerArea","dryMassFraction","measuredBy","remarks","dataQF"
"b8dc3ee4-21c9-4306-8144-d27dea701cf1","MOAB_047.basePlot.cfc","D13","MOAB","tower","S9R44vg6v2/Sa7hSEKNKHKnsYa4CbdeP+5AeCh0emEk=","2017-09-09T21:00Z","S9R44vg6v2/Sa7hSEKNKHKnsYa4CbdePLqsFJwbAfgY=","OK","2017-09-12T19:20Z","z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",0.101,"2017-09-12T19:29Z","2017-09-15T16:36Z",0.092,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",16,832.5,80,110.4,0.914,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",NA,NA
"b54a1a51-4d0e-4d7a-969b-e5dc83d8de98","MOAB_002.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+SKjSdx5MDkqDKvmVLtGDsEvBR62FNuys=","2017-09-10T17:00Z","S9R44vg6v2+SKjSdx5MDkqDKvmVLtGDs0jwsoZdNLpE=","OK","2017-09-12T20:52Z","z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",0.077,"2017-09-12T21:14Z","2017-09-15T16:31Z",0.068,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",23,449.8,85,150.3,0.883,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",NA,NA
"ac12388d-8187-4e55-8dce-41b3498d0b07","MOAB_006.basePlot.cfc","D13","MOAB","distributed","S9R44vg6v2+1jRmWdbEcAJawb+LPEfYNK3yvx7MecLo=","2017-09-10T19:00Z","S9R44vg6v2+1jRmWdbEcAJawb+LPEfYNqwRsf7mKuSU=","OK","2017-09-12T17:35Z","z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",0.212,"2017-09-12T17:50Z","2017-09-15T16:34Z",0.187,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",14,1234.1,95,151.3,0.882,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",NA,NA
"81fba7bc-6ce1-46ae-bf51-fd6c8bc5c287","MOAB_044.basePlot.cfc","D13","MOAB","tower","S9R44vg6v2/PqhJcPWl0CUyZ239Bg+HAwSXvlakgaB0=","2017-09-10T21:00Z","S9R44vg6v2/PqhJcPWl0CUyZ239Bg+HAbFdpzqXzn1g=","OK","2017-09-12T20:11Z","z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",0.142,"2017-09-12T20:23Z","2017-09-15T16:41Z",0.117,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",12,1220.1,95,96.1,0.823,"z9o8IP9Ju0WjxV0jkcNiemgk1dPMzU9n8bGLvpLqA9I=",NA,NA
"cc4fc595-1754-4553-8303-d282e0ff9975","JORN_042.basePlot.cfc","D14","JORN","tower","NrWJnEy30pa9hgXY8If8AY5TrRXqpMAeSXJ+RPJ/lsc=","2017-08-22T14:40Z","NrWJnEy30pa9hgXY8If8AY5TrRXqpMAeMW+xGQZuvxk=","OK","2017-08-28T07:38Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.312,"2017-08-28T20:30Z","2017-08-31T09:12Z",0.261,"",10,1520.7,100,171.8,0.837,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"5c8bbb24-45db-459d-852d-834edade85fd","JORN_044.basePlot.cfc","D14","JORN","tower","NrWJnEy30pb5EcVYTMMiU26ZS7F2zKDT+Js/ODOwVhc=","2017-08-22T14:43Z","NrWJnEy30pb5EcVYTMMiU26ZS7F2zKDTlLeUYmMTQWM=","OK","2017-08-28T07:52Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.109,"2017-08-28T20:30Z","2017-08-31T09:32Z",0.067,"",16,743,95,89.6,0.611,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"fce4cc7a-f809-4962-a0ab-e6e53614878f","JORN_047.basePlot.cfc","D14","JORN","tower","NrWJnEy30pbj4NIPURE2sikM/qF3XH+X0yenfyA3+Q0=","2017-08-22T14:44Z","NrWJnEy30pbj4NIPURE2sikM/qF3XH+X9iO+dvGt/Zg=","OK","2017-08-28T07:17Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.163,"2017-08-28T20:30Z","2017-08-31T09:35Z",0.105,"",15,967.7,95,108.5,0.644,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"725f448b-91bf-405e-8d7e-5b717b248dad","JORN_045.basePlot.cfc","D14","JORN","tower","NrWJnEy30pZqn1VwLwoBVg7l6ivlc3J10ibwDk2Vuhg=","2017-08-22T14:45Z","NrWJnEy30pZqn1VwLwoBVg7l6ivlc3J1ckoibg5PkVU=","OK","2017-08-28T15:20Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.12,"2017-08-28T20:30Z","2017-08-31T09:15Z",0.112,"",19,910,100,123.1,0.933,"jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis","",NA
"37cef4d2-3fcf-4071-b7ac-534d424da331","JORN_007.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYr4GLSTAZ247KTc3nq42ldlm5FvAbTsjs=","2017-08-22T14:47Z","NrWJnEy30pYr4GLSTAZ247KTc3nq42ldzhF4bAm+dHZIXwa+R3sEcA==","OK","2017-08-29T17:23Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.368,"2017-08-29T19:30Z","2017-09-01T16:01Z",0.777,"",6,5033.8,100,154.3,0.568,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","6 pinnae scanned",NA
"caf04c5d-4123-4374-b3f7-92fa9f3dbc10","JORN_007.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYr4GLSTAZ24yN8oL+QHJhidXI7U0chpHA=","2017-08-22T14:50Z","NrWJnEy30pYr4GLSTAZ24yN8oL+QHJhiM6p57TSrMW3rWyrOWm2N/Q==","OK","2017-08-29T15:46Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.58,"2017-08-29T19:30Z","2017-09-01T16:03Z",0.855,"",5,6077.8,98,140.6,0.541,"","5 pinnae scanned",NA
"8f027e79-c6af-47d6-b4ad-a9bc77e70bb3","JORN_007.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pboUEQP7+NMQxhQa0OlKLMS7BP5yaAGj9M=","2017-08-22T14:53Z","NrWJnEy30pboUEQP7+NMQxhQa0OlKLMSoDICqMnV5jo=","OK","2017-08-25T16:26Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",4.93,"2017-08-25T18:30Z","2017-08-29T19:00Z",2.416,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",9,5962.9,95,405.2,0.49,"","",NA
"af122ffa-ae68-4248-acb9-d58b7cf2ecc3","JORN_007.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pbwSpw8EOxr+DGFjDTsZzuufnO0R26lf4w=","2017-08-22T14:54Z","NrWJnEy30pbwSpw8EOxr+DGFjDTsZzuuf2GYGuChpbM=","OK","2017-08-28T16:54Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.23,"2017-08-28T20:30Z","2017-08-31T09:29Z",0.186,"",52,1455.2,100,127.5,0.807,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"0b927451-8161-4b5e-b4b1-9ec515fddd7f","JORN_006.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+mwqvQkYrQcM=","2017-08-22T14:56Z","NrWJnEy30pZRljXI+FTyc/uwdhyAYSe+OTlbSJwzxoxLBXziEUe3Rw==","OK","2017-08-29T17:10Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.482,"2017-08-29T19:30Z","2017-09-01T15:41Z",0.864,"",7,5316.8,95,162.6,0.583,"","7 pinnae scanned",NA
"4dfe4e71-8b5a-4f89-b81e-388a19838023","JORN_006.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZRljXI+FTycyL3xQ835lNrkh9pP/sFrI4=","2017-08-22T14:58Z","NrWJnEy30pZRljXI+FTycyL3xQ835lNrZeJUdC0yd7j4yqncSeyd0A==","OK","2017-08-29T16:03Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.566,"2017-08-29T19:30Z","2017-09-01T15:36Z",1.401,"",2,9322.5,100,150.3,0.546,"","2 leaves or 4 pinnae scanned",NA
"52595c27-6e48-4af6-86d2-7f88cc034703","JORN_004.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYsOLt0P8zpUddx+xxMxYlrb6gGDqgQNLM=","2017-08-22T15:00Z","NrWJnEy30pYsOLt0P8zpUddx+xxMxYlr/qNlvmFiCc2G3+bXbs96Mw==","OK","2017-08-29T17:45Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.016,"2017-08-29T19:30Z","2017-09-01T15:59Z",0.581,"",7,4136.9,98,140.5,0.572,"","7 pinnae scanned",NA
"318c79c8-6a7b-4a1c-9b3d-da634e0fb837","JORN_004.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2fQ9QGvrUo0Q=","2017-08-22T15:00Z","NrWJnEy30pYsOLt0P8zpUfj1NcQEr+t2dSYoLPxgQfNNLjd19INfzg==","OK","2017-08-29T16:18Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.621,"2017-08-29T19:30Z","2017-09-01T15:55Z",0.812,"",6,5603.6,95,144.9,0.501,"","6 pinnae scanned",NA
"88f12b2f-bdc6-4530-9692-f10ffb3918b2","JORN_006.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZRljXI+FTyc2s84MxjG5P116haV5NqLeg=","2017-08-22T15:00Z","NrWJnEy30pZRljXI+FTyc2s84MxjG5P1vICjFLxarOB1msXGosSaRw==","OK","2017-08-29T16:38Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.19,"2017-08-29T19:30Z","2017-09-01T15:51Z",1.204,"",3,7664.3,95,157,0.55,"","3 leaves or 6 pinnae scanned",NA
"205ba98a-f84d-41a8-8c9f-e7f5e5dcb7fd","JORN_006.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7HofIQnNAlWUc=","2017-08-22T15:03Z","NrWJnEy30pb4EVg1h7vKBhyQSCDu3e7HUaXGL1Ex9+8=","OK","2017-08-28T15:55Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.13,"2017-08-28T20:30Z","2017-08-31T09:24Z",0.115,"",22,1143.3,95,100.2,0.882,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"7151a4ed-d212-4ca3-88dd-8c534fcd4355","JORN_003.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZCBryAjUp90aWS5T4mcdZBGf9qQJCGu18=","2017-08-22T15:05Z","NrWJnEy30pZCBryAjUp90aWS5T4mcdZBEh3WmGhCi3/WAGqQWzJURw==","OK","2017-08-29T16:54Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.376,"2017-08-29T19:30Z","2017-09-01T15:47Z",0.767,"",12,5475.8,90,140,0.557,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"5794b5f4-1f11-4e0a-a47c-b709a01f6ab4","JORN_003.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZCBryAjUp90THkSfUmXWd7+rItOE84apU=","2017-08-22T15:07Z","NrWJnEy30pZCBryAjUp90THkSfUmXWd7SJGMqZgeDItKezJKfaNvnw==","OK","2017-08-29T16:29Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.276,"2017-08-29T19:30Z","2017-09-01T15:39Z",1.27,"",10,7237.2,90,175.5,0.558,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"3f602a96-7563-46b4-aceb-3beb80865d0f","JORN_003.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pbcpw8EaMiyiElFaR0DVwe/2BArmVu6rLI=","2017-08-22T15:09Z","NrWJnEy30pbcpw8EaMiyiElFaR0DVwe/un2MjMEulkA=","OK","2017-08-25T18:13Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",10.49,"2017-08-25T18:30Z","2017-08-29T19:00Z",4.599,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",9,8479.4,95,542.4,0.438,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"94e67f2d-abd3-4744-a4f9-5958f9f05164","JORN_003.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pY7mqLzV/GlD8Tx9GHFO+ktf2IWF2b3D5Q=","2017-08-22T15:21Z","NrWJnEy30pY7mqLzV/GlD8Tx9GHFO+kt+3L0dn/7KjI=","OK","2017-08-28T18:46Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.229,"2017-08-28T20:30Z","2017-08-31T09:17Z",0.185,"",11,1454.1,95,127.2,0.808,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"3c8a4c44-c4c8-44e4-84c5-59dc93b99c7a","JORN_004.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYsOLt0P8zpUQFLD1rsG2GuICMSV89HMug=","2017-08-22T20:10Z","NrWJnEy30pYsOLt0P8zpUQFLD1rsG2GuL6Jiied28OQs0HNUGJRV0Q==","OK","2017-08-29T17:31Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.213,"2017-08-29T19:30Z","2017-09-01T15:49Z",1.183,"",4,6184.7,90,191.3,0.535,"","",NA
"e135f61a-e2a2-4159-a67e-72f6e16d72d7","JORN_004.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pbuP69ov+0JeOE3aEUwiTEOIMhdl1YK14E=","2017-08-22T20:11Z","NrWJnEy30pbuP69ov+0JeOE3aEUwiTEOLMnH7UvokTk=","OK","2017-08-28T17:16Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.219,"2017-08-28T20:30Z","2017-08-31T09:20Z",0.178,"",38,1782.9,99,99.8,0.812,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"63cdee5a-3c72-447a-bd45-c9940e049e8c","JORN_010.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYYaqb65P/txHFwP9Z0aO6ygWU5e8VKz3c=","2017-08-23T14:30Z","NrWJnEy30pYYaqb65P/txHFwP9Z0aO6yV26lERCGqebCQU6+pT0SEA==","OK","2017-08-25T17:42Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.92,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.004,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",8,7355,98,136.5,0.523,"jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis","8 pinnae scanned",NA
"ba3074b5-035e-40a7-8133-348926f19031","JORN_010.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYYaqb65P/txO5jwjDE4jV+zyxfJFzQ71k=","2017-08-23T14:47Z","NrWJnEy30pYYaqb65P/txO5jwjDE4jV+9rI/NqcABD/imB/gP+1CHg==","OK","2017-08-25T17:34Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.28,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.127,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",8,10121,99,111.4,0.494,"jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis","8 pinnae scanned",NA
"7ce195b7-0f3e-4a7a-a9c1-1954788d5092","JORN_010.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYYaqb65P/txAQ6d6fMomPN9ZHLrVSVYc8=","2017-08-23T15:05Z","NrWJnEy30pYYaqb65P/txAQ6d6fMomPNSRWJ45rmIB4I6SQewPaYXg==","OK","2017-08-25T17:26Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.89,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.089,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",7,6934,99,157.1,0.576,"jsTjq759p0sW6l4HEM4a2vh3YQ8Sowis","7 pinnae scanned",NA
"c521e1f2-bb42-4f00-acda-1ee50246009f","JORN_010.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZqE7p+mqFMpDuA/8aaBwdz4Qb6w2nBjUg=","2017-08-23T15:29Z","NrWJnEy30pZqE7p+mqFMpDuA/8aaBwdzLhxKyJub0NE=","OK","2017-08-28T17:05Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.52,"2017-08-28T20:30Z","2017-08-31T09:26Z",0.333,"",65,2788,100,119.4,0.64,"","",NA
"e0368c8c-f5aa-47b6-948a-42aeaa6eabf0","JORN_009.basePlot.cfc","D14","JORN","distributed","NrWJnEy30paXWVwPGNeLA3bcN6npfYMj4KkpihH3CnM=","2017-08-23T15:57Z","NrWJnEy30paXWVwPGNeLA3bcN6npfYMjwdGvZXs4wak=","OK","2017-08-25T17:07Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",7.23,"2017-08-25T18:30Z","2017-08-29T19:00Z",3.605,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",12,6784.9,100,531.3,0.499,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"b73e755c-2697-48b6-a5e3-5cd2cabbec56","JORN_009.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pb2I0eANqHBFmEb+RrjGRFnHaOE7HB7Rqs=","2017-08-23T16:20Z","NrWJnEy30pb2I0eANqHBFmEb+RrjGRFnYFWXnTexFyU=","OK","2017-08-28T15:42Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.29,"2017-08-28T20:30Z","2017-08-31T10:04Z",0.216,"",49,1785.9,90,120.7,0.743,"","",NA
"c2b2d357-b207-4a80-a0c8-bd16e8e6c5d7","JORN_009.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pawL8XCla3vZP1vxd27/TQfc8ZDCj6nzvA=","2017-08-23T16:41Z","NrWJnEy30pawL8XCla3vZP1vxd27/TQfQB6vsqg8OA+iGIb0m3/lCw==","OK","2017-08-25T17:16Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.59,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.326,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",12,9501.2,100,139.6,0.512,"","12 pinnae scanned",NA
"c81c24ac-c270-4049-b53b-00c946b04388","JORN_008.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZHsQu/3QeAH0+gm9/8oaQNVL5O+Y0Q6+M=","2017-08-23T16:54Z","NrWJnEy30pZHsQu/3QeAH0+gm9/8oaQN9eoNB+40GyGtScWN0Fisng==","OK","2017-08-28T07:00Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.85,"2017-08-28T20:30Z","2017-08-31T09:09Z",0.335,"",47,2671.8,100,125.2,0.394,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"e8bb56a2-fc6d-4ee8-ac9d-8e079e377036","JORN_008.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZHsQu/3QeAHxDYA7SRCH6Ln6MSWKjCFxw=","2017-08-23T17:16Z","NrWJnEy30pZHsQu/3QeAHxDYA7SRCH6LvjrQrzV4DTH2Xxy//mVDHQ==","OK","2017-08-28T15:30Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.75,"2017-08-28T20:30Z","2017-08-31T09:27Z",0.284,"",45,2130.2,98,133.1,0.378,"","",NA
"82e2bc91-8d3d-45b1-9615-c1a2fd9cfb07","JORN_009.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pawL8XCla3vZMLNSpzUcAKcw400bBSrnEg=","2017-08-23T17:16Z","NrWJnEy30pawL8XCla3vZMLNSpzUcAKcqbQYmjrV15pRt7yR6S5zVQ==","OK","2017-08-25T16:59Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.46,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.238,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",12,8524.1,95,145.2,0.503,"","12 pinnae scanned",NA
"97ccf014-8881-414e-b689-29cc4c82ea9e","JORN_008.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZNnXCLG7MthVcehPDiPppO8clc8NszAqM=","2017-08-23T17:37Z","NrWJnEy30pZNnXCLG7MthVcehPDiPppOOTXEP4VcS8T0YfaMy1eGRw==","OK","2017-08-25T17:51Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.67,"2017-08-25T18:30Z","2017-08-29T19:00Z",0.891,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",11,6309.6,99,141.2,0.534,"","11 pinnae scanned",NA
"6825c508-ea79-4237-bcf2-d04c68c5d8e3","JORN_002.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYw1B9yB2HtnABHPCi1L1KjU8aHBjTba2A=","2017-08-23T18:51Z","NrWJnEy30pYw1B9yB2HtnABHPCi1L1KjLHNEoOe7Gvs=","OK","2017-08-28T17:33Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",0.285,"2017-08-28T20:30Z","2017-08-31T09:33Z",0.241,"",63,1518.6,98,159,0.847,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"b70cf863-9d52-4b66-bed6-148ca51ef2fe","JORN_002.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pbhSG614nyBEPqn14D29g5Tt1QsEUmkTvk=","2017-08-23T18:57Z","NrWJnEy30pbhSG614nyBEPqn14D29g5TacIykjEBNrU=","OK","2017-08-25T16:52Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",8.99,"2017-08-25T18:30Z","2017-08-29T19:00Z",4.351,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",15,8617.9,95,504.9,0.484,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"0f5f7665-c0c8-4753-b1a1-803ef165d17d","JORN_002.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZxH/6PUXNbX6KZcLtNk789gRtMym4BTnc=","2017-08-23T19:17Z","NrWJnEy30pZxH/6PUXNbX6KZcLtNk789l/tfdvmW94wkQbqTqV5upQ==","OK","2017-08-25T16:42Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.34,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.262,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",4,7512.9,97,168,0.539,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"0761ba85-36e8-4f56-957f-6f0f81ebad0f","JORN_002.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pZxH/6PUXNbX3tvQEwJgXH1hDwjDC7kBDQ=","2017-08-23T19:23Z","NrWJnEy30pZxH/6PUXNbX3tvQEwJgXH1WEfgYRL8UmkSD2NvtLcVOQ==","OK","2017-08-25T16:36Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.58,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.289,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",5,7898.6,99,163.2,0.5,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"55aa177a-24aa-4dd6-8de5-4a5e4e0a755d","JORN_001.basePlot.cfc","D14","JORN","distributed","NrWJnEy30palUinYjroI3zRhb1IGYlUS0nD+e5sRSWw=","2017-08-23T20:03Z","NrWJnEy30palUinYjroI3zRhb1IGYlUSOcEJqlaYDCyrPvVwmgGq9w==","OK","2017-08-28T08:28Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",1.094,"2017-08-28T20:30Z","2017-08-31T10:07Z",0.505,"",50,3442.8,95,146.8,0.462,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"74096137-b71e-4a89-809a-45cbd3b8065f","JORN_001.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pbt+dOpNyz1JdofK3GzcQ0vYd+AoK23POI=","2017-08-23T20:04Z","NrWJnEy30pbt+dOpNyz1JdofK3GzcQ0vbzarK8lItUCaW32zTGQL0Q==","OK","2017-08-25T16:19Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",2.52,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.317,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",5,8536.5,100,154.3,0.523,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
"f2d6d582-1273-487f-9c3b-1e7a7bd05f10","JORN_005.basePlot.cfc","D14","JORN","distributed","NrWJnEy30pYb69Uqz+Q+XPFkcp/Wrq/8l+vzN0Urtms=","2017-08-23T20:13Z","NrWJnEy30pYb69Uqz+Q+XPFkcp/Wrq/8M9rgCxwi3Y0z+Nq2GklF1A==","OK","2017-08-25T18:08Z","Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=",3.43,"2017-08-25T18:30Z","2017-08-29T19:00Z",1.69,"u3HxlUyvicQZN3Mh3mzCP4F/ydRVnyGOI11eQPILJdg=",3,10511.3,95,160.8,0.493,"Ncz1KKFwJgVK4q0Om8WkZm0sx/qYnpfhodjXk7LImkM=","",NA
