"uid","namedLocation","domainID","siteID","plotID","plotType","nlcdClass","geodeticDatum","decimalLatitude","decimalLongitude","coordinateUncertainty","elevation","elevationUncertainty","samplingProtocolVersion","collectDate","subplotID","sampleType","samplingMethod","vstTag","tagID","individualID","taxonID","scientificName","plantStatus","clipCellNumber","clipID","clipLength","clipWidth","percentCoverClip","sampleID","subsample1Height","subsample2Height","subsample3Height","chlorophyllSampleID","collectedBy","recordedBy","remarks","dataQF"
"fa4d5bf8-0f93-4673-8cf2-38abd6261ac4","STEI_059.basePlot.cfc","D05","STEI","STEI_059","tower","deciduousForest","WGS84",45.508883,-89.588327,20.2,474.5,0.17,"NEON.DOC.001024vD","2017-08-28T15:28Z","23","Woody individual","pole pruner","Y","05600","NEON.PLA.D05.STEI.05600","ABBA","Abies balsamea (L.) Mill.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiauYkqOsksHAE=",6.2,3,NA,"VIe0/2w3fNeNnoDJ4akJYMWC1aiAJkiah07es/d6cNw=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"13ee6bd3-5753-484d-bc24-75e85cb67375","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T15:56Z","21","Woody individual","pole pruner","Y","01587","NEON.PLA.D05.STEI.01587","TSCA","Tsuga canadensis (L.) Carrière","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNebmhW80rzpS881KI92y62T7Ti7hhlPfBw=",7.2,5.8,NA,"VIe0/2w3fNebmhW80rzpS881KI92y62TuD2aSVnH5CE=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"31cdd347-1f4d-44a1-8564-d9b6bffca1c0","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T16:06Z","23","Woody individual","pole pruner","Y","01771","NEON.PLA.D05.STEI.01771","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl9PCWG2SaZNuk=",7,NA,NA,"VIe0/2w3fNeBQnoBtnyUCQYQJX4XLBl971GbZ0m6oGYz9K7tFTpKRQ==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"48d4a08d-35fa-4ed2-9f69-2c4190a2bcc0","STEI_047.basePlot.cfc","D05","STEI","STEI_047","tower","deciduousForest","WGS84",45.506171,-89.588579,20.2,473.4,0.41,"NEON.DOC.001024vD","2017-08-28T16:32Z","23","Woody individual","pole pruner","Y","01778","NEON.PLA.D05.STEI.01778","ACRU","Acer rubrum L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZEGq5DoNVT6Y=",7.5,NA,NA,"VIe0/2w3fNc9LAG1OMEeN8ZriLYt3e+ZfbxkMw/tuNU=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","ACRU not ABBA",NA
"b77ba1eb-4cc2-4093-baed-d65648e57b59","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T16:44Z","39","Woody individual","pole pruner","Y","01670","NEON.PLA.D05.STEI.01670","TSCA","Tsuga canadensis (L.) Carrière","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZfEC47VgkERw=",7.2,5.7,NA,"VIe0/2w3fNfW02cWAdpRsHWQBtILJpeZ6dgQ6irx4/M=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"caadab5f-95ad-401c-93a6-1bfe3a20c24b","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T16:51Z","39","Woody individual","pole pruner","Y","01338","NEON.PLA.D05.STEI.01338","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGrDl/vLip/Pg=",6.7,NA,NA,"VIe0/2w3fNf2pzHj10cnqQF8QtjK6edGyz7BnJ8LDfA2wZK3U5ixiA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"7b5268bd-0f8f-4bfe-b353-3b8b9d2aef2f","STEI_053.basePlot.cfc","D05","STEI","STEI_053","tower","deciduousForest","WGS84",45.505662,-89.587395,20.2,472.1,0.26,"NEON.DOC.001024vD","2017-08-28T17:02Z","23","Woody individual","pole pruner","Y","01452","NEON.PLA.D05.STEI.01452","TSCA","Tsuga canadensis (L.) Carrière","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwG6g8WryoXKs=",4.4,5.6,NA,"VIe0/2w3fNfW02cWAdpRsEBltogD1RiwSJbXfLrarlE=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"8d13fe4c-a476-4ba1-aa43-fac4105cf785","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:28Z","21","Woody individual","pole pruner","Y","01753","NEON.PLA.D05.STEI.01753","ABBA","Abies balsamea (L.) Mill.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKT8hAEs+3C/Ng=",4.4,3.5,NA,"VIe0/2w3fNebVQKB2BjevtyqXOCdsnKTyGz1DtlXdYI=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","Sample 2 for LMA collected on 20170905",NA
"e55ee0b0-9411-4b2b-94b7-df377f5feb12","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:29Z","21","Woody individual","pole pruner","Y","01734","NEON.PLA.D05.STEI.01734","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/hHeH7OKvAxI=",6.3,NA,NA,"VIe0/2w3fNd/z2WoUObti5ZVAgsrdVZ/W4UVhGHTG7xYFIBrpJtR0w==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"3f1f1a44-0b86-4f68-8581-c15a860fb727","STEI_060.basePlot.cfc","D05","STEI","STEI_060","tower","deciduousForest","WGS84",45.506757,-89.58706,20.2,472.4,0.27,"NEON.DOC.001024vD","2017-08-28T17:45Z","21","Woody individual","pole pruner","Y","01758","NEON.PLA.D05.STEI.01758","POGR4","Populus grandidentata Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFc5Yg5mi4D1k=",4.6,NA,NA,"VIe0/2w3fNc33g5rmTd2pHq4VDDW2AUFrK5fq+7zwIfXQwIZcVfrFA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"b33d2a3e-dcda-43cd-968f-982bc1f7f591","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","woodyWetlands","WGS84",45.834307,-90.085088,20.3,480.5,0.32,"NEON.DOC.001024vD","2017-08-28T20:06Z","40","Woody individual","pole pruner","Y","03730","NEON.PLA.D05.STEI.03730","ALNUS","Alnus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljwAkHGnBLeDU=",3.5,NA,NA,"VIe0/2w3fNcalzjkVwBhmldGEhUSkkljkxE5cRdMJpGxGeZEjZZ0zA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"985faeed-dedc-447f-a291-e169ff8e8c05","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","woodyWetlands","WGS84",45.834307,-90.085088,20.3,480.5,0.32,"NEON.DOC.001024vD","2017-08-28T20:22Z","32","Woody individual","pole pruner","Y","03662","NEON.PLA.D05.STEI.03662","ALNUS","Alnus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCOXw14m2mbvw=",3.5,NA,NA,"VIe0/2w3fNcalzjkVwBhmsWNSJ0H6/lCs25Mk16XtdODLSmWScuPrA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"474d26cf-351e-4532-a481-914916a83827","STEI_021.basePlot.cfc","D05","STEI","STEI_021","distributed","woodyWetlands","WGS84",45.834307,-90.085088,20.3,480.5,0.32,"NEON.DOC.001024vD","2017-08-28T20:34Z","31","Woody individual","pole pruner","Y","03693","NEON.PLA.D05.STEI.03693","ALNUS","Alnus sp.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcalzjkVwBhmg1MmhmwySLj5mT3KSE11uo=",3.7,NA,NA,"VIe0/2w3fNcalzjkVwBhmg1MmhmwySLji25/Qz/hK/eZYO5WVuVXPQ==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"37a2ab90-40a6-494c-b115-395690095855","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","deciduousForest","WGS84",45.824937,-90.072611,20.2,503.3,0.28,"NEON.DOC.001024vD","2017-08-29T13:46Z","31","Woody individual","line launcher","Y","03471","NEON.PLA.D05.STEI.03471","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGo8BLiyROlYQw=",16,NA,NA,"VIe0/2w3fNeiYDd1kvOxg66bfSAZVSGormMnuK1r5+gEPmHVx+FGBg==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"7a6cf60f-3d25-437c-86c2-5bfbbeaabd6f","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","deciduousForest","WGS84",45.824937,-90.072611,20.2,503.3,0.28,"NEON.DOC.001024vD","2017-08-29T14:32Z","41","Woody individual","line launcher","Y","03444","NEON.PLA.D05.STEI.03444","ACSA3","Acer saccharum Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpcxcMuwwiLjc=",14,NA,NA,"VIe0/2w3fNdC6482kBzsU+ZXDvTcBmXpCX4AaM6x/N8qy3oNzGpxLA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"2566625d-4773-4708-9a9b-fcacdaf80202","STEI_003.basePlot.cfc","D05","STEI","STEI_003","distributed","deciduousForest","WGS84",45.824937,-90.072611,20.2,503.3,0.28,"NEON.DOC.001024vD","2017-08-29T15:21Z","32","Woody individual","line launcher","Y","03466A","NEON.PLA.D05.STEI.03466A","ACRU","Acer rubrum L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxOZJ/R4N1T8g=",12.5,NA,NA,"VIe0/2w3fNcNrKRjyzmNZh0ikrU4TDTxQVvflO0aXRI=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"018890ff-e511-4c9a-9ffc-c03ec4735859","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","deciduousForest","WGS84",45.817469,-90.078389,20.3,504.7,0.43,"NEON.DOC.001024vD","2017-08-29T16:17Z","40","Woody individual","line launcher","Y","03752","NEON.PLA.D05.STEI.03752","POTR5","Populus tremuloides Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnv3sKGslRn+s=",17.6,NA,NA,"VIe0/2w3fNfxmlWt9NRGm4zZmHkOrqOnfMNye8xb6zMHC/yESLMOCw==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"4772b05b-8247-451a-8917-88c223f26a17","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","deciduousForest","WGS84",45.817469,-90.078389,20.3,504.7,0.43,"NEON.DOC.001024vD","2017-08-29T16:50Z","32","Woody individual","line launcher","Y","03709","NEON.PLA.D05.STEI.03709","BEPA","Betula papyrifera Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR90xtbj4w4Go=",11.8,NA,NA,"VIe0/2w3fNd94NzJ1ldmPvO/rfvxTdRR+Vuzqtkuq2Q=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"3d476ae7-6c11-40b6-bd51-79e41d1fe204","STEI_006.basePlot.cfc","D05","STEI","STEI_006","distributed","deciduousForest","WGS84",45.817469,-90.078389,20.3,504.7,0.43,"NEON.DOC.001024vD","2017-08-29T17:23Z","32","Woody individual","line launcher","Y","03705","NEON.PLA.D05.STEI.03705","FRPE","Fraxinus pennsylvanica Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OHNdhjlaZOp0=",12.3,NA,NA,"VIe0/2w3fNdw57HdUJ7YL8y6o5N9MN7OW0QPh+wvztA=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"0b9b3cf6-e0b5-4f94-bb16-552d131c40af","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","deciduousForest","WGS84",45.797893,-90.064147,20.2,510.2,0.28,"NEON.DOC.001024vD","2017-08-29T19:09Z","32","Woody individual","line launcher","Y","05482","NEON.PLA.D05.STEI.05482","POGR4","Populus grandidentata Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5OoK0qtPoR2o=",17.3,NA,NA,"VIe0/2w3fNfkpyROGrcCGN/B52ltoaK5e6Hzrcs9PD46DQ3nZvrSEA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"a8bb2f3d-9300-4d02-bc21-25163d71a8cc","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","deciduousForest","WGS84",45.797893,-90.064147,20.2,510.2,0.28,"NEON.DOC.001024vD","2017-08-29T19:30Z","31","Woody individual","line launcher","Y","05483","NEON.PLA.D05.STEI.05483","FRPE","Fraxinus pennsylvanica Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdOqIczM0wx5vfpcF4tFLybGsHm0906xWk=",13.8,NA,NA,"VIe0/2w3fNdOqIczM0wx5vfpcF4tFLybxdvJuKM3lkE=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"36c2ee44-f858-440a-9f12-8e176c6f4e58","STEI_004.basePlot.cfc","D05","STEI","STEI_004","distributed","deciduousForest","WGS84",45.797893,-90.064147,20.2,510.2,0.28,"NEON.DOC.001024vD","2017-08-29T19:54Z","32","Woody individual","line launcher","Y","05479","NEON.PLA.D05.STEI.05479","POGR4","Populus grandidentata Michx.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNfkpyROGrcCGPtCR19whAUEbHnv++zRu/I=",17.2,NA,NA,"VIe0/2w3fNfkpyROGrcCGPtCR19whAUEc6xxita6uzDWJLN/WD1YOA==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"34d0a1f9-a369-478f-a25b-806f7f84df41","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","deciduousForest","WGS84",45.797373,-90.092311,20.3,522.3,0.41,"NEON.DOC.001024vD","2017-08-29T20:41Z","41","Woody individual","line launcher","Y","02177","NEON.PLA.D05.STEI.02177","ACSA3","Acer saccharum Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0wCSb+sp0z98=",15,NA,NA,"VIe0/2w3fNcn3zJhSf83pVhdTs3/Fuw0FK1kYLy2qYHJR7hdH+Zjyw==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"7b687277-3023-4ea9-8ce2-39a2d60592c9","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","deciduousForest","WGS84",45.797373,-90.092311,20.3,522.3,0.41,"NEON.DOC.001024vD","2017-08-29T20:56Z","31","Woody individual","line launcher","Y","02103","NEON.PLA.D05.STEI.02103","OSVI","Ostrya virginiana (Mill.) K. Koch","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXhZumlpdA2UH4=",10.2,NA,NA,"VIe0/2w3fNf39i0uHMFdmaeaCqh5sYXhXbPmmQwI83A=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"b014049a-70d8-40ca-be58-65298a92bb4a","STEI_002.basePlot.cfc","D05","STEI","STEI_002","distributed","deciduousForest","WGS84",45.797373,-90.092311,20.3,522.3,0.41,"NEON.DOC.001024vD","2017-08-29T21:30Z","40","Woody individual","line launcher","Y","02111","NEON.PLA.D05.STEI.02111","ACSA3","Acer saccharum Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNcn3zJhSf83pVVxpG6jk1EcOoeAHmkKomg=",17.3,NA,NA,"VIe0/2w3fNcn3zJhSf83pVVxpG6jk1Ec8oM1l2gNfyScJEw4Ynvowg==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"a066ff5f-dd7f-4505-8859-386b83d2e631","STEI_001.basePlot.cfc","D05","STEI","STEI_001","distributed","deciduousForest","WGS84",45.812246,-90.092743,20.2,505.9,0.4,"NEON.DOC.001024vD","2017-08-29T22:19Z","31","Woody individual","line launcher","Y","02147","NEON.PLA.D05.STEI.02147","ACSA3","Acer saccharum Marshall","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdp78ByyJA8EAivT6mVK4BIvRLpY5y8l9c=",17.4,NA,NA,"VIe0/2w3fNdp78ByyJA8EAivT6mVK4BIGCC8uM/M98WzcGHgLRZdGw==","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"d680a159-1337-4ae4-b4d1-06ef738f935c","STEI_001.basePlot.cfc","D05","STEI","STEI_001","distributed","deciduousForest","WGS84",45.812246,-90.092743,20.2,505.9,0.4,"NEON.DOC.001024vD","2017-08-29T22:32Z","32","Woody individual","line launcher","Y","01538","NEON.PLA.D05.STEI.01538","TIAM","Tilia americana L.","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNdGg8ZdiqmQlCp6yf9Pjzzg0f8d4lnTIVI=",12.9,NA,NA,"VIe0/2w3fNdGg8ZdiqmQlCp6yf9Pjzzg0AZV9uP03L4=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"a36c8f8a-b47d-4cbf-bb1a-db2e7e73eef6","STEI_001.basePlot.cfc","D05","STEI","STEI_001","distributed","deciduousForest","WGS84",45.812246,-90.092743,20.2,505.9,0.4,"NEON.DOC.001024vD","2017-08-29T22:58Z","41","Woody individual","line launcher","Y","01791","NEON.PLA.D05.STEI.01791","OSVI","Ostrya virginiana (Mill.) K. Koch","Live",NA,NA,NA,NA,NA,"VIe0/2w3fNeKiqeEFmkbTmAG23MSwrWMR4cAci0XV9A=",6.7,NA,NA,"VIe0/2w3fNeKiqeEFmkbTmAG23MSwrWMYP/WL7hfdqA=","UuiIeI4+6a4w2V3xx4xXIBtOUNDpdb+M","2Li2TmTZ1dmTCu9unJAMhJSXNkcRpdMMg0Aw45oBndk=","",NA
"6c322250-35a7-4c27-a639-49056852b766","KONZ_011.basePlot.cfc","D06","KONZ","KONZ_011","distributed","grasslandHerbaceous","WGS84",39.106214,-96.597473,20.1,367.2,0.1,"NEON.DOC.001024vD","2017-05-30T13:57Z","31","Herbaceous clip strip","clippers","","","","","","",27,"KONZ_011_027",2,0.1,100,"Cekj+eelgP/sGcPrqr9Pzgu/+/VJ097jr+rZh2V8Hcw=",NA,NA,NA,"Cekj+eelgP/sGcPrqr9Pzgu/+/VJ097jYxIEa1CqkH4=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=",NA,NA
"23768b6c-b252-4d7d-998a-2cb373422336","KONZ_003.basePlot.cfc","D06","KONZ","KONZ_003","distributed","grasslandHerbaceous","WGS84",39.088076,-96.570347,20,404.2,0.01,"NEON.DOC.001024vD","2017-05-30T13:58Z","31","Herbaceous clip strip","clippers","","","","","","",147,"KONZ_003_147",2,0.1,100,"Cekj+eelgP9s9pDMbarmFxNu4AVtN2BlNTcUH7ACslY=",NA,NA,NA,"Cekj+eelgP9s9pDMbarmFxNu4AVtN2BlWRxPr3q4yhA=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=",NA,NA
"6dfc5dd0-514a-4870-aa5c-f12fae158013","KONZ_010.basePlot.cfc","D06","KONZ","KONZ_010","distributed","grasslandHerbaceous","WGS84",39.073754,-96.571172,20.1,421,0.2,"NEON.DOC.001024vD","2017-05-30T14:00Z","31","Herbaceous clip strip","clippers","","","","","","",67,"KONZ_010_067",2,0.1,100,"Cekj+eelgP/O8PU4swAXHMBynq9bqLSM9VkSpEY46BI=",NA,NA,NA,"Cekj+eelgP/O8PU4swAXHMBynq9bqLSMVXxAXtGq6uc=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=",NA,NA
"59f66cbb-5e2e-4461-89f1-f05ca119752e","KONZ_001.basePlot.cfc","D06","KONZ","KONZ_001","distributed","grasslandHerbaceous","WGS84",39.075067,-96.555875,20.1,437.7,0.1,"NEON.DOC.001024vD","2017-05-30T14:06Z","31","Herbaceous clip strip","clippers","","","","","","",27,"KONZ_001_027",2,0.1,100,"Cekj+eelgP+FtsCbsa7Fx0yuDENzSZgUu0oOcsF1rUs=",NA,NA,NA,"Cekj+eelgP+FtsCbsa7Fx0yuDENzSZgUtFczPz+fKmU=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=","quAkNomFJ7yZlW5KG+SeWptLBrN+N2pURkmDBiTYPqc=",NA,NA
"69eb6619-1341-417f-81ef-de29110c8561","KONZ_042.basePlot.cfc","D06","KONZ","KONZ_042","tower","grasslandHerbaceous","WGS84",39.09957,-96.564404,20,401.3,0.02,"NEON.DOC.001024vD","2017-05-30T14:08Z","32","Herbaceous clip strip","clippers","","","","","","",58,"KONZ_042_058",2,0.1,100,"Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeIlUmTMgLm/C8=",NA,NA,NA,"Cekj+eelgP8YwVIKeX8KmDyhH3AmhbeInuTP/8tYpkw=","bNd/Qxa4VKM2c3FF1xbrUPpiolK4yI12+UiiY/1MUS0=","3y2xXfxzsB7WikbgZLcHhooGwPJeGZyFzXqqsj6P9hQ=",NA,NA
"b134f3ff-e64d-4020-bf6e-769b9f05f444","KONZ_043.basePlot.cfc","D06","KONZ","KONZ_043","tower","grasslandHerbaceous","WGS84",39.102192,-96.561182,20.1,406.2,0.2,"NEON.DOC.001024vD","2017-05-30T14:09Z","40","Herbaceous clip strip","clippers","","","","","","",156,"KONZ_043_156",2,0.1,100,"Cekj+eelgP8twWen9yIBWBwjrwASs76HLmjW19E2bhI=",NA,NA,NA,"Cekj+eelgP8twWen9yIBWBwjrwASs76HcFH/CkHcZNQ=","bNd/Qxa4VKM2c3FF1xbrUPpiolK4yI12+UiiY/1MUS0=","3y2xXfxzsB7WikbgZLcHhooGwPJeGZyFzXqqsj6P9hQ=",NA,NA
"597d4fa1-d2d8-4ee5-85bc-938fddb2e286","KONZ_045.basePlot.cfc","D06","KONZ","KONZ_045","tower","grasslandHerbaceous","WGS84",39.103828,-96.561811,20.1,392.8,0.1,"NEON.DOC.001024vD","2017-05-30T14:10Z","32","Herbaceous clip strip","clippers","","","","","","",95,"KONZ_045_095",2,0.1,100,"Cekj+eelgP9pjZG8ytWEoHzBBaS0LQQk2YY5mtqP/40=",NA,NA,NA,"Cekj+eelgP9pjZG8ytWEoHzBBaS0LQQkBTktNTjr6L8=","bNd/Qxa4VKM2c3FF1xbrUPpiolK4yI12+UiiY/1MUS0=","3y2xXfxzsB7WikbgZLcHhooGwPJeGZyFzXqqsj6P9hQ=",NA,NA
"19687066-fadb-4f75-9b61-96481bd351ec","KONZ_046.basePlot.cfc","D06","KONZ","KONZ_046","tower","shrubScrub","WGS84",39.103068,-96.563925,20.1,405.6,0.1,"NEON.DOC.001024vD","2017-05-30T14:11Z","32","Herbaceous clip strip","clippers","","","","","","",67,"KONZ_046_067",2,0.1,100,"Cekj+eelgP83+pvaUJG6uVN78ri862V09xDnre+Oyw0=",NA,NA,NA,"Cekj+eelgP83+pvaUJG6uVN78ri862V0sNM76zqRDTo=","bNd/Qxa4VKM2c3FF1xbrUPpiolK4yI12+UiiY/1MUS0=","3y2xXfxzsB7WikbgZLcHhooGwPJeGZyFzXqqsj6P9hQ=",NA,NA
